fecha,ccaa,Casos totales,Casos diag día previo,Casos diag ultimos 14 días: n,Casos diag ultimos 14 días: IA,Casos diag ultimos 7 días: n,Casos diag ultimos 7 días: IA,Casos diag fecha sintomas 14 días:n,Casos diag fecha sintomas 14 días:IA,Casos diag fecha sintomas 7 días:n,Casos diag fecha sintomas 7 días:IA
2020-11-09,Melilla,3.401 ,11 ,958 ,"1107,68 ",308 ,"356,12 ",370 ,"427,81 ",72 ,"83,25 "
2020-11-09,Murcia,44.511 ,37 ,10.630 ,"711,56 ",4.953 ,"331,55 ",5.165 ,"345,74 ",1.543 ,"103,29 "
2020-11-09,Navarra,36.354 ,182 ,6.334 ,"968,18 ",2.354 ,"359,82 ",2.677 ,"409,19 ",846 ,"129,32 "
2020-11-09,País Vasco,78.589 ,1.075 ,16.983 ,"769,24 ",8.847 ,"400,72 ",80 ,"3,62 ",12 ,"0,54 "
2020-11-09,La Rioja,14.277 ,100 ,2.546 ,"803,67 ",1.311 ,"413,83 ",1.168 ,"368,69 ",379 ,"119,63 "
2020-11-10,Andalucía,176.277 ,557 ,47.875 ,"568,98 ",22.038 ,"261,91 ",5.965 ,"70,89 ",1.560 ,"18,54 "
2020-11-10,Aragón,65.485 ,638 ,12.882 ,"976,43 ",5.663 ,"429,25 ",5.521 ,"418,48 ",1.707 ,"129,39 "
2020-11-10,Asturias,15.878 ,295 ,5.271 ,"515,35 ",2.927 ,"286,18 ",19 ,"1,86 ",1 ,"0,10 "
2020-11-10,Baleares,20.805 ,72 ,2.936 ,"255,42 ",1.439 ,"125,19 ",1.663 ,"144,68 ",753 ,"65,51 "
2020-11-10,Canarias,18.664 ,63 ,1.772 ,"82,29 ",982 ,"45,60 ",955 ,"44,35 ",304 ,"14,12 "
2020-11-10,Cantabria,11.971 ,221 ,2.828 ,"486,68 ",1.557 ,"267,95 ",388 ,"66,77 ",104 ,"17,90 "
2020-11-10,Castilla La Mancha,73.600 ,104 ,10.680 ,"525,37 ",4.372 ,"215,07 ",4.100 ,"201,69 ",1.006 ,"49,49 "
2020-11-10,Castilla y León,99.438 ,34 ,20.606 ,"858,75 ",9.008 ,"375,40 ",4.999 ,"208,33 ",1.335 ,"55,64 "
2020-11-10,Cataluña,269.999 ,1.914 ,52.072 ,"678,44 ",21.812 ,"284,19 ",4.453 ,"58,02 ",945 ,"12,31 "
2020-11-10,Ceuta,2.282 ,58 ,904 ,"1066,33 ",451 ,"531,98 ",509 ,"600,40 ",142 ,"167,50 "
2020-11-10,C. Valenciana,75.489 ,84 ,13.680 ,"273,39 ",5.590 ,"111,72 ",4.985 ,"99,62 ",974 ,"19,47 "
2020-11-10,Extremadura,24.197 ,324 ,5.931 ,"555,49 ",2.845 ,"266,46 ",801 ,"75,02 ",198 ,"18,54 "
2020-11-10,Galicia,40.250 ,436 ,8.837 ,"327,36 ",4.158 ,"154,03 ",2.386 ,"88,39 ",660 ,"24,45 "
2020-11-10,Madrid,324.203 ,959 ,22.632 ,"339,65 ",11.031 ,"165,55 ",6.311 ,"94,71 ",1.627 ,"24,42 "
2020-11-10,Melilla,3.442 ,31 ,916 ,"1059,12 ",291 ,"336,47 ",333 ,"385,03 ",63 ,"72,84 "
2020-11-10,Murcia,45.688 ,311 ,11.196 ,"749,45 ",5.474 ,"366,42 ",5.273 ,"352,97 ",1.592 ,"106,57 "
2020-11-10,Navarra,36.590 ,217 ,5.956 ,"910,41 ",2.138 ,"326,80 ",2.509 ,"383,51 ",776 ,"118,62 "
2020-11-10,País Vasco,79.957 ,1.132 ,17.201 ,"779,11 ",8.929 ,"404,43 ",72 ,"3,26 ",10 ,"0,45 "
2020-11-10,La Rioja,14.398 ,102 ,2.524 ,"796,72 ",1.306 ,"412,25 ",1.137 ,"358,90 ",344 ,"108,59 "
2020-11-11,Andalucía,179.693 ,616 ,46.797 ,"556,16 ",21.561 ,"256,24 ",5.959 ,"70,82 ",1.523 ,"18,10 "
2020-11-11,Aragón,66.323 ,804 ,12.503 ,"947,71 ",5.688 ,"431,14 ",5.385 ,"408,17 ",1.673 ,"126,81 "
2020-11-11,Asturias,16.396 ,518 ,5.443 ,"532,17 ",3.155 ,"308,47 ",19 ,"1,86 ",1 ,"0,10 "
2020-11-11,Baleares,21.048 ,96 ,2.911 ,"253,25 ",1.386 ,"120,58 ",1.704 ,"148,24 ",690 ,"60,03 "
2020-11-11,Canarias,18.772 ,91 ,1.778 ,"82,57 ",956 ,"44,40 ",951 ,"44,16 ",258 ,"11,98 "
2020-11-11,Cantabria,12.224 ,253 ,2.910 ,"500,79 ",1.574 ,"270,88 ",395 ,"67,98 ",106 ,"18,24 "
2020-11-11,Castilla La Mancha,74.586 ,185 ,10.570 ,"519,96 ",4.406 ,"216,74 ",4.150 ,"204,15 ",1.054 ,"51,85 "
2020-11-11,Castilla y León,101.105 ,25 ,20.296 ,"845,83 ",9.332 ,"388,91 ",4.990 ,"207,96 ",1.263 ,"52,63 "
2020-11-11,Cataluña,273.041 ,1.458 ,49.285 ,"642,13 ",19.700 ,"256,67 ",8.931 ,"116,36 ",2.137 ,"27,84 "
2020-11-11,Ceuta,2.345 ,62 ,908 ,"1071,05 ",434 ,"511,93 ",504 ,"594,50 ",143 ,"168,68 "
2020-11-11,C. Valenciana,77.423 ,143 ,14.147 ,"282,73 ",5.924 ,"118,39 ",5.244 ,"104,80 ",988 ,"19,75 "
2020-11-11,Extremadura,24.649 ,408 ,5.958 ,"558,02 ",2.929 ,"274,33 ",825 ,"77,27 ",235 ,"22,01 "
2020-11-11,Galicia,40.772 ,451 ,8.595 ,"318,39 ",4.012 ,"148,62 ",2.451 ,"90,79 ",722 ,"26,75 "
2020-11-11,Madrid,326.408 ,1.742 ,22.138 ,"332,23 ",10.770 ,"161,63 ",6.619 ,"99,33 ",1.782 ,"26,74 "
2020-11-11,Melilla,3.494 ,33 ,876 ,"1012,87 ",266 ,"307,56 ",311 ,"359,59 ",62 ,"71,69 "
2020-11-11,Murcia,46.631 ,383 ,11.157 ,"746,84 ",5.332 ,"356,92 ",5.414 ,"362,41 ",1.609 ,"107,70 "
2020-11-11,Navarra,36.842 ,238 ,5.665 ,"865,92 ",2.038 ,"311,52 ",2.373 ,"362,73 ",719 ,"109,90 "
2020-11-11,País Vasco,81.370 ,1.267 ,17.366 ,"786,58 ",8.878 ,"402,12 ",79 ,"3,58 ",6 ,"0,27 "
2020-11-11,La Rioja,14.587 ,170 ,2.530 ,"798,62 ",1.286 ,"405,94 ",1.117 ,"352,59 ",330 ,"104,17 "
2020-11-12,Andalucía,184.649 ,717 ,46.597 ,"553,79 ",21.619 ,"256,93 ",6.208 ,"73,78 ",1.613 ,"19,17 "
2020-11-12,Aragón,67.053 ,705 ,12.068 ,"914,73 ",5.343 ,"404,99 ",5.262 ,"398,85 ",1.621 ,"122,87 "
2020-11-12,Asturias,17.003 ,605 ,5.643 ,"551,72 ",3.326 ,"325,19 ",21 ,"2,05 ",1 ,"0,10 "
2020-11-12,Baleares,21.266 ,104 ,2.881 ,"250,64 ",1.365 ,"118,75 ",1.750 ,"152,25 ",642 ,"55,85 "
2020-11-12,Canarias,18.891 ,104 ,1.751 ,"81,31 ",920 ,"42,72 ",935 ,"43,42 ",255 ,"11,84 "
2020-11-12,Cantabria,12.482 ,258 ,2.970 ,"511,12 ",1.678 ,"288,77 ",419 ,"72,11 ",136 ,"23,40 "
2020-11-12,Castilla La Mancha,75.607 ,186 ,10.394 ,"511,30 ",4.315 ,"212,26 ",4.248 ,"208,97 ",1.080 ,"53,13 "
2020-11-12,Castilla y León,103.186 ,29 ,20.366 ,"848,74 ",9.276 ,"386,57 ",5.056 ,"210,71 ",1.304 ,"54,34 "
2020-11-12,Cataluña,274.425 ,221 ,45.213 ,"589,08 ",16.625 ,"216,61 ",13.862 ,"180,61 ",3.116 ,"40,60 "
2020-11-12,Ceuta,2.389 ,41 ,878 ,"1035,66 ",394 ,"464,75 ",482 ,"568,55 ",138 ,"162,78 "
2020-11-12,C. Valenciana,79.559 ,199 ,14.871 ,"297,20 ",6.154 ,"122,99 ",5.609 ,"112,10 ",1.223 ,"24,44 "
2020-11-12,Extremadura,25.107 ,449 ,5.899 ,"552,49 ",2.839 ,"265,90 ",818 ,"76,61 ",242 ,"22,67 "
2020-11-12,Galicia,41.376 ,553 ,8.547 ,"316,61 ",3.830 ,"141,88 ",2.467 ,"91,39 ",729 ,"27,01 "
2020-11-12,Madrid,328.548 ,1.551 ,21.915 ,"328,89 ",10.175 ,"152,70 ",7.117 ,"106,81 ",2.211 ,"33,18 "
2020-11-12,Melilla,3.558 ,43 ,848 ,"980,49 ",284 ,"328,37 ",304 ,"351,50 ",75 ,"86,72 "
2020-11-12,Murcia,47.433 ,314 ,11.065 ,"740,68 ",5.183 ,"346,94 ",5.374 ,"359,73 ",1.564 ,"104,69 "
2020-11-12,Navarra,37.103 ,234 ,5.343 ,"816,71 ",1.865 ,"285,07 ",2.256 ,"344,84 ",679 ,"103,79 "
2020-11-12,País Vasco,82.789 ,1.269 ,17.473 ,"791,43 ",8.770 ,"397,23 ",94 ,"4,26 ",4 ,"0,18 "
2020-11-12,La Rioja,14.796 ,177 ,2.502 ,"789,78 ",1.192 ,"376,27 ",1.162 ,"366,80 ",367 ,"115,85 "
2020-11-13,Andalucía,189.744 ,789 ,46.181 ,"548,84 ",21.454 ,"254,97 ",6.524 ,"77,54 ",1.839 ,"21,86 "
2020-11-13,Aragón,67.697 ,630 ,11.495 ,"871,30 ",5.014 ,"380,05 ",5.120 ,"388,09 ",1.573 ,"119,23 "
2020-11-13,Asturias,17.669 ,664 ,5.865 ,"573,43 ",3.406 ,"333,01 ",19 ,"1,86 ",4 ,"0,39 "
2020-11-13,Baleares,21.449 ,111 ,2.825 ,"245,77 ",1.280 ,"111,36 ",1.807 ,"157,20 ",592 ,"51,50 "
2020-11-13,Canarias,19.019 ,93 ,1.771 ,"82,24 ",873 ,"40,54 ",944 ,"43,84 ",261 ,"12,12 "
2020-11-13,Cantabria,12.708 ,226 ,3.017 ,"519,21 ",1.596 ,"274,66 ",438 ,"75,38 ",151 ,"25,99 "
2020-11-13,Castilla La Mancha,76.456 ,123 ,10.216 ,"502,54 ",4.249 ,"209,02 ",4.292 ,"211,13 ",1.185 ,"58,29 "
2020-11-13,Castilla y León,104.785 ,28 ,19.655 ,"819,11 ",8.910 ,"371,32 ",5.106 ,"212,79 ",1.357 ,"56,55 "
2020-11-13,Cataluña,278.161 ,1.208 ,44.070 ,"574,19 ",16.231 ,"211,47 ",14.152 ,"184,39 ",3.440 ,"44,82 "
2020-11-13,Ceuta,2.436 ,45 ,845 ,"996,73 ",365 ,"430,54 ",458 ,"540,24 ",133 ,"156,88 "
2020-11-13,C. Valenciana,81.854 ,275 ,15.566 ,"311,09 ",6.323 ,"126,36 ",6.120 ,"122,31 ",1.420 ,"28,38 "
2020-11-13,Extremadura,25.454 ,311 ,5.716 ,"535,35 ",2.577 ,"241,36 ",865 ,"81,01 ",292 ,"27,35 "
2020-11-13,Galicia,42.132 ,672 ,8.584 ,"317,98 ",3.764 ,"139,43 ",2.486 ,"92,09 ",779 ,"28,86 "
2020-11-13,Madrid,330.483 ,1.519 ,21.615 ,"324,38 ",9.935 ,"149,10 ",7.317 ,"109,81 ",2.360 ,"35,42 "
2020-11-13,Melilla,3.591 ,16 ,789 ,"912,28 ",257 ,"297,15 ",284 ,"328,37 ",75 ,"86,72 "
2020-11-13,Murcia,48.473 ,383 ,11.215 ,"750,72 ",5.169 ,"346,01 ",5.483 ,"367,03 ",1.612 ,"107,91 "
2020-11-13,Navarra,37.333 ,218 ,4.917 ,"751,59 ",1.737 ,"265,51 ",2.148 ,"328,33 ",650 ,"99,36 "
2020-11-13,País Vasco,84.175 ,1.293 ,17.449 ,"790,34 ",8.637 ,"391,21 ",131 ,"5,93 ",13 ,"0,59 "
2020-11-13,La Rioja,14.972 ,171 ,2.489 ,"785,67 ",1.119 ,"353,22 ",1.188 ,"375,00 ",405 ,"127,84 "
2020-11-16,Andalucía,200.550 ,303 ,46.045 ,"547,23 ",21.541 ,"256,01 ",7.872 ,"93,56 ",1.742 ,"20,70 "
2020-11-16,Aragón,68.814 ,266 ,9.668 ,"732,82 ",4.027 ,"305,24 ",4.233 ,"320,85 ",1.154 ,"87,47 "
2020-11-16,Asturias,19.136 ,236 ,6.431 ,"628,76 ",3.553 ,"347,38 ",10 ,"0,98 ",1 ,"0,10 "
2020-11-16,Baleares,21.988 ,63 ,2.800 ,"243,59 ",1.238 ,"107,70 ",1.906 ,"165,82 ",549 ,"47,76 "
2020-11-16,Canarias,19.360 ,59 ,1.739 ,"80,76 ",749 ,"34,78 ",891 ,"41,38 ",268 ,"12,45 "
2020-11-16,Cantabria,13.235 ,130 ,3.037 ,"522,65 ",1.485 ,"255,56 ",407 ,"70,04 ",118 ,"20,31 "
2020-11-16,Castilla La Mancha,77.866 ,31 ,9.473 ,"465,99 ",3.623 ,"178,22 ",3.930 ,"193,32 ",922 ,"45,35 "
2020-11-16,Castilla y León,108.777 ,5 ,19.006 ,"792,07 ",8.127 ,"338,69 ",4.603 ,"191,83 ",1.197 ,"49,88 "
2020-11-16,Cataluña,283.937 ,359 ,40.652 ,"529,65 ",15.445 ,"201,23 ",12.785 ,"166,58 ",3.485 ,"45,41 "
2020-11-16,Ceuta,2.496 ,7 ,740 ,"872,88 ",269 ,"317,30 ",351 ,"414,03 ",75 ,"88,47 "
2020-11-16,C. Valenciana,84.029 ,41 ,14.225 ,"284,29 ",4.600 ,"91,93 ",4.987 ,"99,66 ",802 ,"16,03 "
2020-11-16,Extremadura,26.066 ,106 ,4.997 ,"468,01 ",2.111 ,"197,71 ",803 ,"75,21 ",246 ,"23,04 "
2020-11-16,Galicia,43.714 ,501 ,7.981 ,"295,65 ",3.745 ,"138,73 ",2.233 ,"82,72 ",579 ,"21,45 "
2020-11-16,Madrid,333.215 ,247 ,20.691 ,"310,52 ",9.279 ,"139,25 ",8.046 ,"120,75 ",2.504 ,"37,58 "
2020-11-16,Melilla,3.685 ,15 ,585 ,"676,40 ",261 ,"301,78 ",238 ,"275,19 ",71 ,"82,09 "
2020-11-16,Murcia,49.720 ,37 ,10.132 ,"678,23 ",4.130 ,"276,46 ",4.554 ,"304,84 ",1.044 ,"69,88 "
2020-11-16,Navarra,37.870 ,142 ,3.869 ,"591,40 ",1.483 ,"226,68 ",1.831 ,"279,88 ",606 ,"92,63 "
2020-11-16,País Vasco,87.101 ,713 ,16.743 ,"758,36 ",7.768 ,"351,85 ",90 ,"4,08 ",6 ,"0,27 "
2020-11-16,La Rioja,15.305 ,60 ,2.333 ,"736,43 ",1.010 ,"318,82 ",1.066 ,"336,49 ",313 ,"98,80 "
2020-11-17,Andalucía,202.491 ,332 ,46.227 ,"549,39 ",19.720 ,"234,36 ",7.615 ,"90,50 ",1.547 ,"18,39 "
2020-11-17,Aragón,69.196 ,370 ,9.424 ,"714,32 ",3.754 ,"284,55 ",4.011 ,"304,03 ",1.056 ,"80,04 "
2020-11-17,Asturias,19.414 ,274 ,6.463 ,"631,89 ",3.536 ,"345,72 ",13 ,"1,27 ",0 ,"0,00 "
2020-11-17,Baleares,22.204 ,99 ,2.843 ,"247,33 ",1.244 ,"108,22 ",1.773 ,"154,25 ",522 ,"45,41 "
2020-11-17,Canarias,19.456 ,64 ,1.774 ,"82,38 ",770 ,"35,76 ",862 ,"40,03 ",265 ,"12,31 "
2020-11-17,Cantabria,13.473 ,238 ,3.059 ,"526,44 ",1.502 ,"258,49 ",408 ,"70,21 ",115 ,"19,79 "
2020-11-17,Castilla La Mancha,78.735 ,90 ,9.538 ,"469,19 ",3.783 ,"186,09 ",3.856 ,"189,68 ",911 ,"44,81 "
2020-11-17,Castilla y León,109.973 ,9 ,19.156 ,"798,32 ",8.086 ,"336,98 ",4.628 ,"192,87 ",1.176 ,"49,01 "
2020-11-17,Cataluña,285.993 ,1.407 ,37.658 ,"490,64 ",13.967 ,"181,98 ",11.447 ,"149,14 ",2.870 ,"37,39 "
2020-11-17,Ceuta,2.533 ,35 ,703 ,"829,23 ",247 ,"291,35 ",334 ,"393,97 ",80 ,"94,37 "
2020-11-17,C. Valenciana,85.879 ,66 ,14.784 ,"295,46 ",5.164 ,"103,20 ",4.826 ,"96,45 ",752 ,"15,03 "
2020-11-17,Extremadura,26.312 ,179 ,4.881 ,"457,15 ",1.956 ,"183,20 ",958 ,"89,72 ",288 ,"26,97 "
2020-11-17,Galicia,44.182 ,441 ,7.971 ,"295,28 ",3.753 ,"139,03 ",2.311 ,"85,61 ",682 ,"25,26 "
2020-11-17,Madrid,334.655 ,1.255 ,21.606 ,"324,25 ",9.592 ,"143,95 ",8.142 ,"122,19 ",2.387 ,"35,82 "
2020-11-17,Melilla,3.728 ,17 ,553 ,"639,40 ",241 ,"278,65 ",223 ,"257,84 ",56 ,"64,75 "
2020-11-17,Murcia,50.298 ,48 ,10.045 ,"672,40 ",3.842 ,"257,18 ",4.232 ,"283,29 ",933 ,"62,45 "
2020-11-17,Navarra,38.011 ,138 ,3.557 ,"543,71 ",1.390 ,"212,47 ",1.690 ,"258,33 ",542 ,"82,85 "
2020-11-17,País Vasco,88.109 ,766 ,16.541 ,"749,22 ",7.438 ,"336,90 ",84 ,"3,80 ",5 ,"0,23 "
2020-11-17,La Rioja,15.381 ,69 ,2.294 ,"724,12 ",968 ,"305,56 ",979 ,"309,03 ",248 ,"78,28 "
2020-11-18,Andalucía,205.359 ,572 ,45.164 ,"536,76 ",18.188 ,"216,16 ",7.287 ,"86,60 ",1.494 ,"17,76 "
2020-11-18,Aragón,69.665 ,441 ,9.073 ,"687,72 ",3.408 ,"258,32 ",3.784 ,"286,82 ",1.082 ,"82,01 "
2020-11-18,Asturias,19.869 ,400 ,6.628 ,"648,03 ",3.470 ,"339,26 ",108 ,"10,56 ",78 ,"7,63 "
2020-11-18,Baleares,22.408 ,80 ,2.758 ,"239,94 ",1.216 ,"105,79 ",1.688 ,"146,85 ",526 ,"45,76 "
2020-11-18,Canarias,19.605 ,133 ,1.789 ,"83,08 ",792 ,"36,78 ",814 ,"37,80 ",248 ,"11,52 "
2020-11-18,Cantabria,13.750 ,277 ,3.100 ,"533,49 ",1.526 ,"262,62 ",405 ,"69,70 ",113 ,"19,45 "
2020-11-18,Castilla La Mancha,79.579 ,138 ,9.464 ,"465,55 ",3.744 ,"184,17 ",3.854 ,"189,58 ",985 ,"48,45 "
2020-11-18,Castilla y León,111.281 ,27 ,19.204 ,"800,32 ",7.552 ,"314,73 ",4.516 ,"188,20 ",1.198 ,"49,93 "
2020-11-18,Cataluña,288.067 ,1.142 ,34.608 ,"450,91 ",12.537 ,"163,34 ",11.368 ,"148,11 ",3.167 ,"41,26 "
2020-11-18,Ceuta,2.584 ,43 ,673 ,"793,85 ",234 ,"276,02 ",322 ,"379,82 ",85 ,"100,26 "
2020-11-18,C. Valenciana,87.787 ,207 ,14.972 ,"299,21 ",5.451 ,"108,94 ",4.912 ,"98,17 ",945 ,"18,89 "
2020-11-18,Extremadura,26.614 ,252 ,4.827 ,"452,09 ",1.812 ,"169,71 ",1.025 ,"96,00 ",293 ,"27,44 "
2020-11-18,Galicia,44.755 ,545 ,7.903 ,"292,76 ",3.838 ,"142,17 ",2.336 ,"86,53 ",689 ,"25,52 "
2020-11-18,Madrid,336.384 ,1.395 ,20.824 ,"312,51 ",9.185 ,"137,84 ",8.394 ,"125,97 ",2.563 ,"38,46 "
2020-11-18,Melilla,3.764 ,24 ,514 ,"594,31 ",219 ,"253,22 ",209 ,"241,65 ",53 ,"61,28 "
2020-11-18,Murcia,50.838 ,227 ,9.488 ,"635,12 ",3.457 ,"231,41 ",4.026 ,"269,50 ",939 ,"62,86 "
2020-11-18,Navarra,38.179 ,158 ,3.372 ,"515,43 ",1.294 ,"197,79 ",1.576 ,"240,90 ",535 ,"81,78 "
2020-11-18,País Vasco,89.344 ,910 ,16.251 ,"736,08 ",7.169 ,"324,72 ",113 ,"5,12 ",15 ,"0,68 "
2020-11-18,La Rioja,15.509 ,119 ,2.216 ,"699,50 ",900 ,"284,09 ",936 ,"295,46 ",251 ,"79,23 "
2020-11-19,Andalucía,208.674 ,490 ,43.705 ,"519,42 ",17.017 ,"202,24 ",7.002 ,"83,22 ",1.416 ,"16,83 "
2020-11-19,Aragón,70.209 ,531 ,8.556 ,"648,53 ",3.242 ,"245,74 ",3.600 ,"272,87 ",1.053 ,"79,82 "
2020-11-19,Asturias,20.321 ,455 ,6.644 ,"649,59 ",3.309 ,"323,52 ",110 ,"10,75 ",69 ,"6,75 "
2020-11-19,Baleares,22.581 ,84 ,2.684 ,"233,50 ",1.208 ,"105,09 ",1.602 ,"139,37 ",527 ,"45,85 "
2020-11-19,Canarias,19.753 ,115 ,1.780 ,"82,66 ",811 ,"37,66 ",847 ,"39,33 ",265 ,"12,31 "
2020-11-19,Cantabria,13.984 ,235 ,3.180 ,"547,26 ",1.502 ,"258,49 ",423 ,"72,80 ",125 ,"21,51 "
2020-11-19,Castilla La Mancha,80.269 ,146 ,9.051 ,"445,23 ",3.543 ,"174,29 ",3.739 ,"183,93 ",949 ,"46,68 "
2020-11-19,Castilla y León,113.142 ,33 ,19.057 ,"794,19 ",7.729 ,"322,10 ",4.521 ,"188,41 ",1.284 ,"53,51 "
2020-11-19,Cataluña,290.182 ,959 ,32.279 ,"420,56 ",12.075 ,"157,32 ",11.198 ,"145,90 ",3.204 ,"41,74 "
2020-11-19,Ceuta,2.629 ,42 ,633 ,"746,66 ",232 ,"273,66 ",317 ,"373,92 ",97 ,"114,42 "
2020-11-19,C. Valenciana,89.994 ,248 ,14.988 ,"299,53 ",5.591 ,"111,74 ",5.180 ,"103,52 ",1.177 ,"23,52 "
2020-11-19,Extremadura,26.877 ,216 ,4.526 ,"423,90 ",1.590 ,"148,92 ",1.080 ,"101,15 ",331 ,"31,00 "
2020-11-19,Galicia,45.408 ,630 ,7.785 ,"288,39 ",3.915 ,"145,03 ",2.307 ,"85,46 ",659 ,"24,41 "
2020-11-19,Madrid,337.999 ,1.312 ,19.810 ,"297,30 ",8.952 ,"134,35 ",8.642 ,"129,69 ",2.657 ,"39,87 "
2020-11-19,Melilla,3.806 ,33 ,506 ,"585,06 ",201 ,"232,40 ",203 ,"234,72 ",54 ,"62,44 "
2020-11-19,Murcia,51.266 ,200 ,8.958 ,"599,64 ",2.994 ,"200,42 ",3.714 ,"248,61 ",868 ,"58,10 "
2020-11-19,Navarra,38.322 ,138 ,3.078 ,"470,49 ",1.190 ,"181,90 ",1.466 ,"224,09 ",479 ,"73,22 "
2020-11-19,País Vasco,90.491 ,922 ,15.866 ,"718,64 ",6.888 ,"311,99 ",155 ,"7,02 ",22 ,"1,00 "
2020-11-19,La Rioja,15.667 ,126 ,2.073 ,"654,36 ",872 ,"275,25 ",925 ,"291,98 ",254 ,"80,18 "
2020-11-20,Andalucía,212.439 ,522 ,42.678 ,"507,21 ",16.312 ,"193,86 ",6.844 ,"81,34 ",1.412 ,"16,78 "
2020-11-20,Aragón,70.624 ,392 ,8.001 ,"606,46 ",3.010 ,"228,15 ",3.442 ,"260,90 ",1.045 ,"79,21 "
2020-11-20,Asturias,20.637 ,316 ,6.374 ,"623,19 ",2.950 ,"288,42 ",159 ,"15,55 ",110 ,"10,75 "
2020-11-20,Baleares,22.764 ,78 ,2.591 ,"225,41 ",1.167 ,"101,53 ",1.557 ,"135,45 ",529 ,"46,02 "
2020-11-20,Canarias,19.869 ,103 ,1.721 ,"79,92 ",808 ,"37,52 ",839 ,"38,96 ",278 ,"12,91 "
2020-11-20,Cantabria,14.145 ,161 ,3.033 ,"521,96 ",1.437 ,"247,30 ",417 ,"71,76 ",116 ,"19,96 "
2020-11-20,Castilla La Mancha,80.928 ,108 ,8.756 ,"430,72 ",3.409 ,"167,69 ",3.691 ,"181,57 ",948 ,"46,63 "
2020-11-20,Castilla y León,114.549 ,23 ,18.467 ,"769,60 ",7.020 ,"292,56 ",4.501 ,"187,58 ",1.306 ,"54,43 "
2020-11-20,Cataluña,292.348 ,832 ,30.235 ,"393,93 ",11.545 ,"150,42 ",11.002 ,"143,34 ",3.307 ,"43,09 "
2020-11-20,Ceuta,2.659 ,26 ,585 ,"690,05 ",214 ,"252,43 ",293 ,"345,61 ",89 ,"104,98 "
2020-11-20,C. Valenciana,91.912 ,209 ,14.988 ,"299,53 ",5.999 ,"119,89 ",5.435 ,"108,62 ",1.386 ,"27,70 "
2020-11-20,Extremadura,27.155 ,243 ,4.202 ,"393,55 ",1.520 ,"142,36 ",1.127 ,"105,55 ",349 ,"32,69 "
2020-11-20,Galicia,46.120 ,689 ,7.739 ,"286,68 ",3.936 ,"145,80 ",2.405 ,"89,09 ",721 ,"26,71 "
2020-11-20,Madrid,339.405 ,1.131 ,19.025 ,"285,52 ",8.519 ,"127,85 ",8.904 ,"133,63 ",2.875 ,"43,15 "
2020-11-20,Melilla,3.853 ,30 ,494 ,"571,18 ",224 ,"259,00 ",213 ,"246,28 ",64 ,"74,00 "
2020-11-20,Murcia,51.666 ,80 ,8.312 ,"556,40 ",2.640 ,"176,72 ",3.426 ,"229,33 ",798 ,"53,42 "
2020-11-20,Navarra,38.482 ,157 ,2.880 ,"440,22 ",1.116 ,"170,59 ",1.412 ,"215,83 ",469 ,"71,69 "
2020-11-20,País Vasco,91.404 ,821 ,15.253 ,"690,88 ",6.382 ,"289,07 ",135 ,"6,11 ",16 ,"0,72 "
2020-11-20,La Rioja,15.771 ,100 ,1.932 ,"609,85 ",795 ,"250,95 ",903 ,"285,04 ",254 ,"80,18 "
2020-11-23,Andalucía,218.279 ,131 ,37.995 ,"451,56 ",13.877 ,"164,92 ",5.451 ,"64,78 ",1.177 ,"13,99 "
2020-11-23,Aragón,71.336 ,152 ,6.592 ,"499,66 ",2.587 ,"196,09 ",2.826 ,"214,21 ",841 ,"63,75 "
2020-11-23,Asturias,21.570 ,249 ,5.987 ,"585,35 ",2.390 ,"233,67 ",211 ,"20,63 ",112 ,"10,95 "
2020-11-23,Baleares,23.193 ,65 ,2.438 ,"212,10 ",1.076 ,"93,61 ",1.437 ,"125,02 ",472 ,"41,06 "
2020-11-23,Canarias,20.207 ,75 ,1.594 ,"74,02 ",797 ,"37,01 ",859 ,"39,89 ",285 ,"13,23 "
2020-11-23,Cantabria,14.548 ,84 ,2.798 ,"481,52 ",1.313 ,"225,96 ",345 ,"59,37 ",80 ,"13,77 "
2020-11-23,Castilla La Mancha,81.761 ,9 ,7.580 ,"372,87 ",2.621 ,"128,93 ",2.991 ,"147,13 ",667 ,"32,81 "
2020-11-23,Castilla y León,117.175 ,5 ,16.225 ,"676,17 ",6.255 ,"260,67 ",3.985 ,"166,07 ",1.022 ,"42,59 "
2020-11-23,Cataluña,295.906 ,275 ,27.209 ,"354,50 ",10.962 ,"142,82 ",10.594 ,"138,03 ",3.207 ,"41,78 "
2020-11-23,Ceuta,2.718 ,10 ,489 ,"576,81 ",212 ,"250,07 ",227 ,"267,76 ",74 ,"87,29 "
2020-11-23,C. Valenciana,94.286 ,12 ,13.277 ,"265,34 ",5.010 ,"100,12 ",4.741 ,"94,75 ",1.076 ,"21,50 "
2020-11-23,Extremadura,27.652 ,74 ,3.550 ,"332,49 ",1.354 ,"126,81 ",1.053 ,"98,62 ",334 ,"31,28 "
2020-11-23,Galicia,47.455 ,370 ,7.475 ,"276,90 ",3.696 ,"136,91 ",2.328 ,"86,24 ",683 ,"25,30 "
2020-11-23,Madrid,341.790 ,177 ,18.003 ,"270,18 ",8.145 ,"122,24 ",8.277 ,"124,22 ",2.364 ,"35,48 "
